Requested ordering: INCIDENCE_DEGREE
Coloring distance: DISTANCE_ONE
Input graph: data\raw\matrices\bcsstk15.mtx

 Coloring | INCIDENCE_DEGREE Ordering | data\raw\matrices\bcsstk15.mtx
Order Position 817 -> Vertex 2098
Order Position 818 -> Vertex 1735
Order Position 819 -> Vertex 1734
Order Position 820 -> Vertex 1727
Order Position 821 -> Vertex 2112
Order Position 822 -> Vertex 1353
Order Position 823 -> Vertex 1347
Order Position 824 -> Vertex 1354
Order Position 825 -> Vertex 1352
Order Position 826 -> Vertex 1348
Order Position 827 -> Vertex 1346
Order Position 828 -> Vertex 1311
Order Position 829 -> Vertex 1312
Order Position 830 -> Vertex 1310
Order Position 831 -> Vertex 1345
Order Position 832 -> Vertex 1344
Order Position 833 -> Vertex 1350
Order Position 834 -> Vertex 1351
Order Position 835 -> Vertex 1308
Order Position 836 -> Vertex 1309
Order Position 837 -> Vertex 1349
Order Position 838 -> Vertex 1144
Order Position 839 -> Vertex 1143
Order Position 840 -> Vertex 1142
Order Position 841 -> Vertex 1313
Order Position 842 -> Vertex 1141
Order Position 843 -> Vertex 1140
Order Position 844 -> Vertex 1396
Order Position 845 -> Vertex 1395
Order Position 846 -> Vertex 1394
Order Position 847 -> Vertex 1392
Order Position 848 -> Vertex 1393
Order Position 849 -> Vertex 1145
Order Position 850 -> Vertex 1408
Order Position 851 -> Vertex 1407
Order Position 852 -> Vertex 1406
Order Position 853 -> Vertex 1405
Order Position 854 -> Vertex 1404
Order Position 855 -> Vertex 1397
Order Position 856 -> Vertex 1402
Order Position 857 -> Vertex 1401
Order Position 858 -> Vertex 1400
Order Position 859 -> Vertex 1409
Order Position 860 -> Vertex 1399
Order Position 861 -> Vertex 1398
Order Position 862 -> Vertex 1108
Order Position 863 -> Vertex 1107
Order Position 864 -> Vertex 1106
Order Position 865 -> Vertex 1403
Order Position 866 -> Vertex 1105
Order Position 867 -> Vertex 1104
Order Position 868 -> Vertex 802
Order Position 869 -> Vertex 801
Order Position 870 -> Vertex 800
Order Position 871 -> Vertex 1109
Order Position 872 -> Vertex 799
Order Position 873 -> Vertex 798
Order Position 874 -> Vertex 562
Order Position 875 -> Vertex 559
Order Position 876 -> Vertex 803
Order Position 877 -> Vertex 560
Order Position 878 -> Vertex 563
Order Position 879 -> Vertex 561
Order Position 880 -> Vertex 558
Order Position 881 -> Vertex 359
Order Position 882 -> Vertex 358
Order Position 883 -> Vertex 354
Order Position 884 -> Vertex 191
Order Position 885 -> Vertex 190
Order Position 886 -> Vertex 186
Order Position 887 -> Vertex 179
Order Position 888 -> Vertex 178
Order Position 889 -> Vertex 174
Order Position 890 -> Vertex 166
Order Position 891 -> Vertex 162
Order Position 892 -> Vertex 167
Order Position 893 -> Vertex 154
Order Position 894 -> Vertex 153
Order Position 895 -> Vertex 163
Order Position 896 -> Vertex 152
Order Position 897 -> Vertex 164
Order Position 898 -> Vertex 165
Order Position 899 -> Vertex 151
Order Position 900 -> Vertex 150
Order Position 901 -> Vertex 196
Order Position 902 -> Vertex 195
Order Position 903 -> Vertex 194
Order Position 904 -> Vertex 192
Order Position 905 -> Vertex 193
Order Position 906 -> Vertex 155
Order Position 907 -> Vertex 382
Order Position 908 -> Vertex 381
Order Position 909 -> Vertex 380
Order Position 910 -> Vertex 378
Order Position 911 -> Vertex 379
Order Position 912 -> Vertex 197
Order Position 913 -> Vertex 622
Order Position 914 -> Vertex 621
Order Position 915 -> Vertex 620
Order Position 916 -> Vertex 618
Order Position 917 -> Vertex 619
Order Position 918 -> Vertex 383
Order Position 919 -> Vertex 922
Order Position 920 -> Vertex 921
Order Position 921 -> Vertex 920
Order Position 922 -> Vertex 918
Order Position 923 -> Vertex 919
Order Position 924 -> Vertex 623
Order Position 925 -> Vertex 1270
Order Position 926 -> Vertex 1269
Order Position 927 -> Vertex 1268
Order Position 928 -> Vertex 1266
Order Position 929 -> Vertex 1267
Order Position 930 -> Vertex 923
Order Position 931 -> Vertex 1624
Order Position 932 -> Vertex 1623
Order Position 933 -> Vertex 1622
Order Position 934 -> Vertex 1620
Order Position 935 -> Vertex 1621
Order Position 936 -> Vertex 1271
Order Position 937 -> Vertex 1984
Order Position 938 -> Vertex 1983
Order Position 939 -> Vertex 1982
Order Position 940 -> Vertex 1980
Order Position 941 -> Vertex 1981
Order Position 942 -> Vertex 1625
Order Position 943 -> Vertex 2308
Order Position 944 -> Vertex 2307
Order Position 945 -> Vertex 2306
Order Position 946 -> Vertex 2304
Order Position 947 -> Vertex 2305
Order Position 948 -> Vertex 1985
Order Position 949 -> Vertex 2626
Order Position 950 -> Vertex 2625
Order Position 951 -> Vertex 2624
Order Position 952 -> Vertex 2622
Order Position 953 -> Vertex 2623
Order Position 954 -> Vertex 2309
Order Position 955 -> Vertex 2908
Order Position 956 -> Vertex 2907
Order Position 957 -> Vertex 2906
Order Position 958 -> Vertex 2904
Order Position 959 -> Vertex 2905
Order Position 960 -> Vertex 2627
Order Position 961 -> Vertex 3178
Order Position 962 -> Vertex 3177
Order Position 963 -> Vertex 3176
Order Position 964 -> Vertex 3174
Order Position 965 -> Vertex 3175
Order Position 966 -> Vertex 2909
Order Position 967 -> Vertex 3418
Order Position 968 -> Vertex 3417
Order Position 969 -> Vertex 3416
Order Position 970 -> Vertex 3414
Order Position 971 -> Vertex 3415
Order Position 972 -> Vertex 3179
Order Position 973 -> Vertex 3604
Order Position 974 -> Vertex 3603
Order Position 975 -> Vertex 3602
Order Position 976 -> Vertex 3600
Order Position 977 -> Vertex 3601
Order Position 978 -> Vertex 3419
Order Position 979 -> Vertex 3605
Order Position 980 -> Vertex 3658
Order Position 981 -> Vertex 3657
Order Position 982 -> Vertex 3656
Order Position 983 -> Vertex 3655
Order Position 984 -> Vertex 3654
Order Position 985 -> Vertex 3508
Order Position 986 -> Vertex 3507
Order Position 987 -> Vertex 3506
Order Position 988 -> Vertex 3505
Order Position 989 -> Vertex 3272
Order Position 990 -> Vertex 3270
Order Position 991 -> Vertex 3504
Order Position 992 -> Vertex 3280
Order Position 993 -> Vertex 3276
Order Position 994 -> Vertex 3278
Order Position 995 -> Vertex 3006
Order Position 996 -> Vertex 3008
Order Position 997 -> Vertex 3012
Order Position 998 -> Vertex 3014
Order Position 999 -> Vertex 2742
Order Position 1000 -> Vertex 2744
Order Position 1001 -> Vertex 2750
Order Position 1002 -> Vertex 2748
Order Position 1003 -> Vertex 2450
Order Position 1004 -> Vertex 2448
Order Position 1005 -> Vertex 2444
Order Position 1006 -> Vertex 2442
Order Position 1007 -> Vertex 2124
Order Position 1008 -> Vertex 2114
Order Position 1009 -> Vertex 1750
Order Position 1010 -> Vertex 2116
Order Position 1011 -> Vertex 1749
Order Position 1012 -> Vertex 1748
Order Position 1013 -> Vertex 1360
Order Position 1014 -> Vertex 1359
Order Position 1015 -> Vertex 1358
Order Position 1016 -> Vertex 1355
Order Position 1017 -> Vertex 1739
Order Position 1018 -> Vertex 1747
Order Position 1019 -> Vertex 1357
Order Position 1020 -> Vertex 1356
Order Position 1021 -> Vertex 1746
Order Position 1022 -> Vertex 1361
Order Position 1023 -> Vertex 1366
Order Position 1024 -> Vertex 1365
Order Position 1025 -> Vertex 1762
Order Position 1026 -> Vertex 1364
Order Position 1027 -> Vertex 1761
Order Position 1028 -> Vertex 1760
Order Position 1029 -> Vertex 2126
Order Position 1030 -> Vertex 1751
Order Position 1031 -> Vertex 1759
Order Position 1032 -> Vertex 1363
Order Position 1033 -> Vertex 1362
Order Position 1034 -> Vertex 1758
Order Position 1035 -> Vertex 2128
Order Position 1036 -> Vertex 2130
Order Position 1037 -> Vertex 1367
Order Position 1038 -> Vertex 1372
Order Position 1039 -> Vertex 1371
Order Position 1040 -> Vertex 1774
Order Position 1041 -> Vertex 1370
Order Position 1042 -> Vertex 1773
Order Position 1043 -> Vertex 1772
Order Position 1044 -> Vertex 1763
Order Position 1045 -> Vertex 1771
Order Position 1046 -> Vertex 1369
Order Position 1047 -> Vertex 1368
Order Position 1048 -> Vertex 1770
Order Position 1049 -> Vertex 2132
Order Position 1050 -> Vertex 2134
Order Position 1051 -> Vertex 1373
Order Position 1052 -> Vertex 1378
Order Position 1053 -> Vertex 1377
Order Position 1054 -> Vertex 1792
Order Position 1055 -> Vertex 1376
Order Position 1056 -> Vertex 1791
Order Position 1057 -> Vertex 1790
Order Position 1058 -> Vertex 1775
Order Position 1059 -> Vertex 1789
Order Position 1060 -> Vertex 1375
Order Position 1061 -> Vertex 1374
Order Position 1062 -> Vertex 1788
Order Position 1063 -> Vertex 2136
Order Position 1064 -> Vertex 2140
Order Position 1065 -> Vertex 2138
Order Position 1066 -> Vertex 1379
Order Position 1067 -> Vertex 1384
Order Position 1068 -> Vertex 1383
Order Position 1069 -> Vertex 1786
Order Position 1070 -> Vertex 1382
Order Position 1071 -> Vertex 1785
Order Position 1072 -> Vertex 1784
Order Position 1073 -> Vertex 1793
Order Position 1074 -> Vertex 1783
Order Position 1075 -> Vertex 1381
Order Position 1076 -> Vertex 1380
Order Position 1077 -> Vertex 1782
Order Position 1078 -> Vertex 1385
Order Position 1079 -> Vertex 1720
Order Position 1080 -> Vertex 1719
Order Position 1081 -> Vertex 1718
Order Position 1082 -> Vertex 1717
Order Position 1083 -> Vertex 1716
Order Position 1084 -> Vertex 1787
Order Position 1085 -> Vertex 1721
Order Position 1086 -> Vertex 3509
Order Position 1087 -> Vertex 3688
Order Position 1088 -> Vertex 3687
Order Position 1089 -> Vertex 3659
Order Position 1090 -> Vertex 3686
Order Position 1091 -> Vertex 3685
Order Position 1092 -> Vertex 3684
Order Position 1093 -> Vertex 3689
Order Position 1094 -> Vertex 3519
Order Position 1095 -> Vertex 3520
Order Position 1096 -> Vertex 3292
Order Position 1097 -> Vertex 3518
Order Position 1098 -> Vertex 3517
Order Position 1099 -> Vertex 3516
Order Position 1100 -> Vertex 3306
Order Position 1101 -> Vertex 3290
Order Position 1102 -> Vertex 3288
Order Position 1103 -> Vertex 3310
Order Position 1104 -> Vertex 3308
Order Position 1105 -> Vertex 3018
Order Position 1106 -> Vertex 3020
Order Position 1107 -> Vertex 3036
Order Position 1108 -> Vertex 3038
Order Position 1109 -> Vertex 2754
Order Position 1110 -> Vertex 2756
Order Position 1111 -> Vertex 2762
Order Position 1112 -> Vertex 2760
Order Position 1113 -> Vertex 2456
Order Position 1114 -> Vertex 2454
Order Position 1115 -> Vertex 2150
Order Position 1116 -> Vertex 2148
Order Position 1117 -> Vertex 2462
Order Position 1118 -> Vertex 2460
Order Position 1119 -> Vertex 2452
Order Position 1120 -> Vertex 2458
Order Position 1121 -> Vertex 2152
Order Position 1122 -> Vertex 2156
Order Position 1123 -> Vertex 2154
Order Position 1124 -> Vertex 1812
Order Position 1125 -> Vertex 1814
Order Position 1126 -> Vertex 1816
Order Position 1127 -> Vertex 2074
Order Position 1128 -> Vertex 2073
Order Position 1129 -> Vertex 2072
Order Position 1130 -> Vertex 2071
Order Position 1131 -> Vertex 1820
Order Position 1132 -> Vertex 1822
Order Position 1133 -> Vertex 1818
Order Position 1134 -> Vertex 2160
Order Position 1135 -> Vertex 2468
Order Position 1136 -> Vertex 2466
Order Position 1137 -> Vertex 2162
Order Position 1138 -> Vertex 2774
Order Position 1139 -> Vertex 2772
Order Position 1140 -> Vertex 3042
Order Position 1141 -> Vertex 3300
Order Position 1142 -> Vertex 3044
Order Position 1143 -> Vertex 3302
Order Position 1144 -> Vertex 3304
Order Position 1145 -> Vertex 3526
Order Position 1146 -> Vertex 3525
Order Position 1147 -> Vertex 3700
Order Position 1148 -> Vertex 3699
Order Position 1149 -> Vertex 3524
Order Position 1150 -> Vertex 3521
Order Position 1151 -> Vertex 3698
Order Position 1152 -> Vertex 3523
Order Position 1153 -> Vertex 3522
Order Position 1154 -> Vertex 3697
Order Position 1155 -> Vertex 3696
Order Position 1156 -> Vertex 3294
Order Position 1157 -> Vertex 3298
Order Position 1158 -> Vertex 3514
Order Position 1159 -> Vertex 3527
Order Position 1160 -> Vertex 3513
Order Position 1161 -> Vertex 3706
Order Position 1162 -> Vertex 3705
Order Position 1163 -> Vertex 3512
Order Position 1164 -> Vertex 3704
Order Position 1165 -> Vertex 3701
Order Position 1166 -> Vertex 3296
Order Position 1167 -> Vertex 3510
Order Position 1168 -> Vertex 3511
Order Position 1169 -> Vertex 3703
Order Position 1170 -> Vertex 3702
Order Position 1171 -> Vertex 3515
Order Position 1172 -> Vertex 3030
Order Position 1173 -> Vertex 3032
Order Position 1174 -> Vertex 2780
Order Position 1175 -> Vertex 2778
Order Position 1176 -> Vertex 2474
Order Position 1177 -> Vertex 2472
Order Position 1178 -> Vertex 2168
Order Position 1179 -> Vertex 2166
Order Position 1180 -> Vertex 2110
Order Position 1181 -> Vertex 2108
Order Position 1182 -> Vertex 2106
Order Position 1183 -> Vertex 2070
Order Position 1184 -> Vertex 2080
Order Position 1185 -> Vertex 2079
Order Position 1186 -> Vertex 2078
Order Position 1187 -> Vertex 2416
Order Position 1188 -> Vertex 2415
Order Position 1189 -> Vertex 2430
Order Position 1190 -> Vertex 2414
Order Position 1191 -> Vertex 2075
Order Position 1192 -> Vertex 2413
Order Position 1193 -> Vertex 2077
Order Position 1194 -> Vertex 2076
Order Position 1195 -> Vertex 2412
Order Position 1196 -> Vertex 2434
Order Position 1197 -> Vertex 2432
Order Position 1198 -> Vertex 2436
Order Position 1199 -> Vertex 2438
Order Position 1200 -> Vertex 2718
Order Position 1201 -> Vertex 2738
Order Position 1202 -> Vertex 2736
Order Position 1203 -> Vertex 2480
Order Position 1204 -> Vertex 2478
Order Position 1205 -> Vertex 2720
Order Position 1206 -> Vertex 2722
Order Position 1207 -> Vertex 2740
Order Position 1208 -> Vertex 2766
Order Position 1209 -> Vertex 2768
Order Position 1210 -> Vertex 2440
Order Position 1211 -> Vertex 2081
Order Position 1212 -> Vertex 2482
Order Position 1213 -> Vertex 2170
Order Position 1214 -> Vertex 2476
Order Position 1215 -> Vertex 2164
Order Position 1216 -> Vertex 2470
Order Position 1217 -> Vertex 2464
Order Position 1218 -> Vertex 3024
Order Position 1219 -> Vertex 3026
Order Position 1220 -> Vertex 2667
Order Position 1221 -> Vertex 2668
Order Position 1222 -> Vertex 2666
Order Position 1223 -> Vertex 2417
Order Position 1224 -> Vertex 2350
Order Position 1225 -> Vertex 2349
Order Position 1226 -> Vertex 2348
Order Position 1227 -> Vertex 2665
Order Position 1228 -> Vertex 2664
Order Position 1229 -> Vertex 2347
Order Position 1230 -> Vertex 2346
Order Position 1231 -> Vertex 2946
Order Position 1232 -> Vertex 2950
Order Position 1233 -> Vertex 2948
Order Position 1234 -> Vertex 2984
Order Position 1235 -> Vertex 2982
Order Position 1236 -> Vertex 3002
Order Position 1237 -> Vertex 3000
Order Position 1238 -> Vertex 2824
Order Position 1239 -> Vertex 2823
Order Position 1240 -> Vertex 2822
Order Position 1241 -> Vertex 2669
Order Position 1242 -> Vertex 2530
Order Position 1243 -> Vertex 2529
Order Position 1244 -> Vertex 2528
Order Position 1245 -> Vertex 2351
Order Position 1246 -> Vertex 2821
Order Position 1247 -> Vertex 2820
Order Position 1248 -> Vertex 2527
Order Position 1249 -> Vertex 2526
Order Position 1250 -> Vertex 2825
Order Position 1251 -> Vertex 3080
Order Position 1252 -> Vertex 3218
Order Position 1253 -> Vertex 3248
Order Position 1254 -> Vertex 3266
Order Position 1255 -> Vertex 3091
Order Position 1256 -> Vertex 3078
Order Position 1257 -> Vertex 3094
Order Position 1258 -> Vertex 3082
Order Position 1259 -> Vertex 3216
Order Position 1260 -> Vertex 3092
Order Position 1261 -> Vertex 3093
Order Position 1262 -> Vertex 3095
Order Position 1263 -> Vertex 3220
Order Position 1264 -> Vertex 3246
Order Position 1265 -> Vertex 3090
Order Position 1266 -> Vertex 3250
Order Position 1267 -> Vertex 3347
Order Position 1268 -> Vertex 3346
Order Position 1269 -> Vertex 3342
Order Position 1270 -> Vertex 3264
Order Position 1271 -> Vertex 3286
Order Position 1272 -> Vertex 3282
Order Position 1273 -> Vertex 3502
Order Position 1274 -> Vertex 3268
Order Position 1275 -> Vertex 3499
Order Position 1276 -> Vertex 3503
Order Position 1277 -> Vertex 3500
Order Position 1278 -> Vertex 3501
Order Position 1279 -> Vertex 3498
Order Position 1280 -> Vertex 3491
Order Position 1281 -> Vertex 3490
Order Position 1282 -> Vertex 3460
Order Position 1283 -> Vertex 3461
Order Position 1284 -> Vertex 3486
Order Position 1285 -> Vertex 3456
Order Position 1286 -> Vertex 3694
Order Position 1287 -> Vertex 3707
Order Position 1288 -> Vertex 3693
Order Position 1289 -> Vertex 3692
Order Position 1290 -> Vertex 3691
Order Position 1291 -> Vertex 3682
Order Position 1292 -> Vertex 3690
Order Position 1293 -> Vertex 2830
Order Position 1294 -> Vertex 2829
Order Position 1295 -> Vertex 2828
Order Position 1296 -> Vertex 2531
Order Position 1297 -> Vertex 2827
Order Position 1298 -> Vertex 3106
Order Position 1299 -> Vertex 2826
Order Position 1300 -> Vertex 3102
Order Position 1301 -> Vertex 2758
Order Position 1302 -> Vertex 3016
Order Position 1303 -> Vertex 3022
Order Position 1304 -> Vertex 3040
Order Position 1305 -> Vertex 2776
Order Position 1306 -> Vertex 2764
Order Position 1307 -> Vertex 2782
Order Position 1308 -> Vertex 3046
Order Position 1309 -> Vertex 2752
Order Position 1310 -> Vertex 3010
Order Position 1311 -> Vertex 2998
Order Position 1312 -> Vertex 2746
Order Position 1313 -> Vertex 3678
Order Position 1314 -> Vertex 2986
Order Position 1315 -> Vertex 2158
Order Position 1316 -> Vertex 355
Order Position 1317 -> Vertex 356
Order Position 1318 -> Vertex 363
